标准向前行递推法
学号:2022302141211, 其中l<=180, 角度为30度
--------------------------------------
L      M         Pln[l][m]
70     49    0.0000658727601313
70     50    0.0000208839591258
70     51    0.0000063102145795
70     52    0.0000018166868481
70     53    0.0000004980881512
70     54    0.0000001299594428
70     55    0.0000000322374976
70     56    0.0000000075931421
70     57    0.0000000016955258
70     58    0.0000000003582311
70     59    0.0000000000714424
70     60    0.0000000000134091
70     61    0.0000000000023600
70     62    0.0000000000003877
70     63    0.0000000000000591
70     64    0.0000000000000083
70     65    0.0000000000000011
70     66    0.0000000000000001
70     67    0.0000000000000000
70     68    0.0000000000000000
70     69    0.0000000000000000
70     70    0.0000000000000000

71     0     0.7936591675367329
71     1     -1.9443674849996819
71     2     -1.2168465316536825
71     3     1.8271468641197424
71     4     1.4834510373612746
71     5     -1.5405238126417489
71     6     -1.8592028417687207
71     7     0.9996397837447193
71     8     2.2026764207690706
71     9     -0.1413884243615351
71     10    -2.2688229523262202
71     11    -0.9695986721506555
71     12    1.7502758904498066
71     13    2.0054488872260947
71     14    -0.4686448512176674
71     15    -2.3357886827718746
71     16    -1.2687631797091119
71     17    1.3326899937660044
71     18    2.4053223627613995
71     19    0.8338774129580465
71     20    -1.6171057635864197
71     21    -2.4730354068880933
71     22    -1.0138444051528501
71     23    1.3463467191388516
71     24    2.6074662387871275
71     25    1.8737861009321350
71     26    -0.1927084743710267
71     27    -2.1461648232023589
71     28    -2.8475006068029001
71     29    -2.0518072994767738
71     30    -0.2978521209349755
71     31    1.5878209762015250
71     32    2.9565568796697437
71     33    3.5457966670245962
71     34    3.4360892567615724
71     35    2.8857935839381601
71     36    2.1702555411937974
71     37    1.4889340016221135
71     38    0.9430220244182729
71     39    0.5559183608787076
71     40    0.3068519130368189
71     41    0.1593020036944199
71     42    0.0780528751885815
71     43    0.0361915720212960
71     44    0.0159149499583531
71     45    0.0066483811917040
71     46    0.0026418857535860
71     47    0.0009996333701868
71     48    0.0003604303449254
71     49    0.0001239018126450
71     50    0.0000406196546249
71     51    0.0000127008617909
71     52    0.0000037871833599
71     53    0.0000010765755223
71     54    0.0000002915979432
71     55    0.0000000751977696
71     56    0.0000000184445356
71     57    0.0000000042974870
71     58    0.0000000009496198
71     59    0.0000000001986169
71     60    0.0000000000392249
71     61    0.0000000000072928
71     62    0.0000000000012718
71     63    0.0000000000002071
71     64    0.0000000000000313
71     65    0.0000000000000044
71     66    0.0000000000000006
71     67    0.0000000000000001
71     68    0.0000000000000000
71     69    0.0000000000000000
71     70    0.0000000000000000
71     71    0.0000000000000000

72     0     1.3795231404615365
72     1     -1.1109886264490418
72     2     -2.0044068170365579
72     3     0.9197538298288795
72     4     2.1375465523108343
72     5     -0.5111329846585545
72     6     -2.2620550751369994
72     7     -0.1393969180020218
72     8     2.2182232230977275
72     9     0.9934063876237533
72     10    -1.7911780272660420
72     11    -1.8602918944573363
72     12    0.8047349580324834
72     13    2.3330884648242809
72     14    0.6681988499115168
72     15    -1.8833573547199156
72     16    -2.0519643634646965
72     17    0.2784091196896915
72     18    2.2920340508035935
72     19    1.7593353363716058
72     20    -0.6426559582609868
72     21    -2.4068558170106957
72     22    -1.8833146312749725
72     23    0.3354567114876345
72     24    2.2821924306005572
72     25    2.4434769629828175
72     26    0.8234597065084083
72     27    -1.3583571596533648
72     28    -2.7223078074590150
72     29    -2.5940565465940248
72     30    -1.1946519726983060
72     31    0.7243836518839450
72     32    2.3945818591564878
72     33    3.3659831989403157
72     34    3.5709257240811869
72     35    3.2017747870412090
72     36    2.5388993988357083
72     37    1.8234371262899745
72     38    1.2034453105509832
72     39    0.7369873313580425
72     40    0.4216785691877674
72     41    0.2265728264580430
72     42    0.1147710585503006
72     43    0.0549762494644669
72     44    0.0249618831047523
72     45    0.0107637801876003
72     46    0.0044145917596136
72     47    0.0017241092447822
72     48    0.0006417651658355
72     49    0.0002278276975775
72     50    0.0000771687332988
72     51    0.0000249445917794
72     52    0.0000076952254511
72     53    0.0000022651719548
72     54    0.0000006359966895
72     55    0.0000001702282770
72     56    0.0000000433995352
72     57    0.0000000105284153
72     58    0.0000000024271415
72     59    0.0000000005308534
72     60    0.0000000001099346
72     61    0.0000000000215037
72     62    0.0000000000039611
72     63    0.0000000000006846
72     64    0.0000000000001105
72     65    0.0000000000000166
72     66    0.0000000000000023
72     67    0.0000000000000003
72     68    0.0000000000000000
72     69    0.0000000000000000
72     70    0.0000000000000000
72     71    0.0000000000000000
72     72    0.0000000000000000

73     0     1.5956884333622596
73     1     0.0199394771540280
73     2     -2.2561221262069884
73     3     -0.2327349251931328
73     4     2.2244332967470828
73     5     0.6530518231836482
73     6     -2.0721763135678968
73     7     -1.2420652871241094
73     8     1.6629623906844258
73     9     1.8751753069426487
73     10    -0.8636452824553754
73     11    -2.2899750388363094
73     12    -0.3365657694862829
73     13    2.1020426229525841
73     14    1.6476109035902557
73     15    -0.9987683650743981
73     16    -2.3747250175059902
73     17    -0.8357817847376404
73     18    1.6931600605421691
73     19    2.3229272947321196
73     20    0.4578999014153102
73     21    -1.8827757328529267
73     22    -2.4085425447263056
73     23    -0.7320767360048416
73     24    1.5824001701271906
73     25    2.6342112249283911
73     26    1.7186490651952633
73     27    -0.3908561379487325
73     28    -2.2649375989507377
73     29    -2.8494054180886175
73     30    -1.9726609022897743
73     31    -0.1971286850881457
73     32    1.6677053140591143
73     33    3.0028140379222030
73     34    3.5664860275375996
73     35    3.4454517681365915
73     36    2.8943267683495315
73     37    2.1819525393009349
73     38    1.5030965612938272
73     39    0.9572228768107861
73     40    0.5680840098345128
73     41    0.3160284726895016
73     42    0.1655280616283492
73     43    0.0819091296417412
73     44    0.0383950088823918
73     45    0.0170853802015680
73     46    0.0072296615395937
73     47    0.0029129742443655
73     48    0.0011187511553805
73     49    0.0004098736320160
73     50    0.0001433272302635
73     51    0.0000478544152024
73     52    0.0000152579919226
73     53    0.0000046455834197
73     54    0.0000013503754967
73     55    0.0000003745939680
73     56    0.0000000991041972
73     57    0.0000000249854592
73     58    0.0000000059962795
73     59    0.0000000013680241
73     60    0.0000000002962143
73     61    0.0000000000607494
73     62    0.0000000000117715
73     63    0.0000000000021487
73     64    0.0000000000003681
73     65    0.0000000000000589
73     66    0.0000000000000088
73     67    0.0000000000000012
73     68    0.0000000000000002
73     69    0.0000000000000000
73     70    0.0000000000000000
73     71    0.0000000000000000
73     72    0.0000000000000000
73     73    0.0000000000000000

74     0     1.3842263405162991
74     1     1.1455250801899977
74     2     -1.9046690444092846
74     3     -1.3231647014487773
74     4     1.7209229524990446
74     5     1.6447848976737420
74     6     -1.3390385977780901
74     7     -2.0215814435855806
74     8     0.6793871779732757
74     9     2.2789139130452809
74     10    0.2810280635125019
74     11    -2.1511092998587626
74     12    -1.3951905183550719
74     13    1.3662117755759580
74     14    2.2383070018405937
74     15    0.1156940698821390
74     16    -2.1621225604801944
74     17    -1.7655590783547186
74     18    0.7333319492455601
74     19    2.4052698124288980
74     20    1.4657013288256129
74     21    -0.9968535358688932
74     22    -2.4883796042783142
74     23    -1.6689994422879080
74     24    0.6188576496241078
74     25    2.4083627017238816
74     26    2.3575690432673988
74     27    0.6283851515176719
74     28    -1.5219591326568598
74     29    -2.7767263840387022
74     30    -2.5461841391974014
74     31    -1.0982678755547797
74     32    0.8165211379049873
74     33    2.4562400292815587
74     34    3.3970188853957963
74     35    3.5840050467405002
74     36    3.2097325380035615
74     37    2.5487697795524253
74     38    1.8364676064379353
74     39    1.2177745245278726
74     40    0.7502366364144056
74     41    0.4323261020902918
74     42    0.2342006930489550
74     43    0.1197291262475991
74     44    0.0579366382764802
74     45    0.0266001369484666
74     46    0.0116095854162564
74     47    0.0048240190904999
74     48    0.0019106432120167
74     49    0.0007219877458026
74     50    0.0002604705447754
74     51    0.0000897579488090
74     52    0.0000295525403978
74     53    0.0000092974938889
74     54    0.0000027947903149
74     55    0.0000008024707029
74     56    0.0000002199931680
74     57    0.0000000575449510
74     58    0.0000000143498984
74     59    0.0000000034076675
74     60    0.0000000007695552
74     61    0.0000000001649946
74     62    0.0000000000335167
74     63    0.0000000000064349
74     64    0.0000000000011641
74     65    0.0000000000001977
74     66    0.0000000000000314
74     67    0.0000000000000046
74     68    0.0000000000000006
74     69    0.0000000000000001
74     70    0.0000000000000000
74     71    0.0000000000000000
74     72    0.0000000000000000
74     73    0.0000000000000000
74     74    0.0000000000000000

75     0     0.8018076732077460
75     1     1.9643004922091230
75     2     -1.0439821689082227
75     3     -2.0608431619056264
75     4     0.7605596630341529
75     5     2.2021269685026756
75     6     -0.2546927290230094
75     7     -2.2748373510192872
75     8     -0.4792442128596950
75     9     2.1010331226926975
75     10    1.3545623511328839
75     11    -1.4771871893301429
75     12    -2.1115793824641886
75     13    0.3015063466746288
75     14    2.2993328539264364
75     15    1.2027182471904545
75     16    -1.4598765325960434
75     17    -2.3045224299563647
75     18    -0.3833724357967237
75     19    1.9856766346237114
75     20    2.1765697222397726
75     21    0.0820938575771863
75     22    -2.1027625873856497
75     23    -2.3060198906317080
75     24    -0.4485845365228365
75     25    1.7946172260665445
75     26    2.6378400269483682
75     27    1.5566516568603830
75     28    -0.5815570720741622
75     29    -2.3723609149763210
75     30    -2.8441852922040627
75     31    -1.8924380816204232
75     32    -0.0989485896617229
75     33    1.7444786536903589
75     34    3.0470134817025039
75     35    3.5862863197186154
75     36    3.4545363750790474
75     37    2.9026857637091257
75     38    2.1933791600168950
75     39    1.5169242757855104
75     40    0.9711248384740441
75     41    0.5800515769783794
75     42    0.3251141981855105
75     43    0.1717406024081317
75     44    0.0857914715626418
75     45    0.0406355692373582
75     46    0.0182886526604786
75     47    0.0078344326010922
75     48    0.0031986846071058
75     49    0.0012460510556945
75     50    0.0004635066183600
75     51    0.0001647373646233
75     52    0.0000559652982174
75     53    0.0000181773455152
75     54    0.0000056447509365
75     55    0.0000016757304743
75     56    0.0000004754172158
75     57    0.0000001288381522
75     58    0.0000000333285773
75     59    0.0000000082225162
75     60    0.0000000019325037
75     61    0.0000000004320766
75     62    0.0000000000917466
75     63    0.0000000000184635
75     64    0.0000000000035128
75     65    0.0000000000006299
75     66    0.0000000000001061
75     67    0.0000000000000167
75     68    0.0000000000000024
75     69    0.0000000000000003
75     70    0.0000000000000000
75     71    0.0000000000000000
75     72    0.0000000000000000
75     73    0.0000000000000000
75     74    0.0000000000000000
75     75    0.0000000000000000

76     0     0.0045144280662166
76     1     2.2569660898939321
76     2     0.0958349781683423
76     3     -2.2490541892033460
76     4     -0.4017320048572258
76     5     2.1777044865357515
76     6     0.8964142729874092
76     7     -1.9355177091050648
76     8     -1.5139799824186189
76     9     1.3863247271397920
76     10    2.0857350606682363
76     11    -0.4352425347986791
76     12    -2.3090311279767937
76     13    -0.8356351770387096
76     14    1.8145618326338147
76     15    2.0092913813821576
76     16    -0.4257160878136761
76     17    -2.3309183274288290
76     18    -1.4161988240699863
76     19    1.1488915028648377
76     20    2.4433413801329174
76     21    1.1436952064096109
76     22    -1.3195921368561363
76     23    -2.5238222942380113
76     24    -1.4367930591642009
76     25    0.8870387494496438
76     26    2.5087758230532033
76     27    2.2571284721440401
76     28    0.4352709291224754
76     29    -1.6749401306402683
76     30    -2.8216863878796543
76     31    -2.4946271748428419
76     32    -1.0031018886572154
76     33    0.9055845573499691
76     34    2.5153064980810944
76     35    3.4266817401009724
76     36    3.5965970368978253
76     37    3.2175140846443422
76     38    2.5584296707757459
76     39    1.8491916828187245
76     40    1.2317829813108045
76     41    0.7632382088609021
76     42    0.4428330961972656
76     43    0.2417807107498506
76     44    0.1246965634212266
76     45    0.0609301701598851
76     46    0.0282737865887955
76     47    0.0124834005762710
76     48    0.0052521764787341
76     49    0.0021082829188092
76     50    0.0008081904747397
76     51    0.0002960787436907
76     52    0.0001037133806650
76     53    0.0000347489109245
76     54    0.0000111376976471
76     55    0.0000034150199237
76     56    0.0000010015159709
76     57    0.0000002808269732
76     58    0.0000000752503814
76     59    0.0000000192556507
76     60    0.0000000047009809
76     61    0.0000000010937068
76     62    0.0000000002421493
76     63    0.0000000000509320
76     64    0.0000000000101560
76     65    0.0000000000019151
76     66    0.0000000000003405
76     67    0.0000000000000568
76     68    0.0000000000000089
76     69    0.0000000000000013
76     70    0.0000000000000002
76     71    0.0000000000000000
76     72    0.0000000000000000
76     73    0.0000000000000000
76     74    0.0000000000000000
76     75    0.0000000000000000
76     76    0.0000000000000000

77     0     -0.7939890670803410
77     1     1.9451300215228013
77     2     1.2100169890742869
77     3     -1.8375510805098811
77     4     -1.4572791585935203
77     5     1.5777878818518170
77     6     1.8120097532387911
77     7     -1.0916959212781088
77     8     -2.1573280984043621
77     9     0.3170571439438157
77     10    2.2891233654940950
77     11    0.7151219856356757
77     12    -1.9378595584001017
77     13    -1.7698004602969957
77     14    0.8978266541079041
77     15    2.3460055724423658
77     16    0.7052050242614238
77     17    -1.8363674666879157
77     18    -2.1396965463098514
77     19    0.0694188389490320
77     20    2.2078251635183563
77     21    1.9769418336724256
77     22    -0.2846835392061762
77     23    -2.2773799502137018
77     24    -2.1710688227087522
77     25    -0.1674524516551265
77     26    1.9830255479521353
77     27    2.6206668634905519
77     28    1.3896818170780159
77     29    -0.7644488932703732
77     30    -2.4690864387496001
77     31    -2.8325790840157929
77     32    -1.8114764957532319
77     33    -0.0032780901574954
77     34    1.8183129949205106
77     35    3.0892942002909711
77     36    3.6052608066581850
77     37    3.4633605793690094
77     38    2.9108785050897632
77     39    2.2045486486831316
77     40    1.5304334949943157
77     41    0.9847409009304127
77     42    0.5918275505963589
77     43    0.3341099966357362
77     44    0.1779376267460538
77     45    0.0896973282170507
77     46    0.0429113124724091
77     47    0.0195237140256049
77     48    0.0084623126893744
77     49    0.0034989968595217
77     50    0.0013816447581006
77     51    0.0005214519719857
77     52    0.0001882231004770
77     53    0.0000650078394532
77     54    0.0000214887099476
77     55    0.0000067991141428
77     56    0.0000020590512545
77     57    0.0000005967058298
77     58    0.0000001654114385
77     59    0.0000000438370892
77     60    0.0000000110985718
77     61    0.0000000026818336
77     62    0.0000000006177707
77     63    0.0000000001354666
77     64    0.0000000000282289
77     65    0.0000000000055783
77     66    0.0000000000010427
77     67    0.0000000000001838
77     68    0.0000000000000304
77     69    0.0000000000000047
77     70    0.0000000000000007
77     71    0.0000000000000001
77     72    0.0000000000000000
77     73    0.0000000000000000
77     74    0.0000000000000000
77     75    0.0000000000000000
77     76    0.0000000000000000
77     77    0.0000000000000000

78     0     -1.3797155799961920
78     1     1.1123092592558141
78     2     2.0006229212314866
78     3     -0.9360112550366855
78     4     -2.1256367785202572
78     5     0.5607964180356118
78     6     2.2514101700759217
78     7     0.0368187588233250
78     8     -2.2425641287037044
78     9     -0.8332406568456934
78     10    1.9125070390248109
78     11    1.6862330946598623
78     12    -1.0885417278731595
78     13    -2.2734797571838001
78     14    -0.2330532570418862
78     15    2.1323194472580935
78     16    1.6734354556903615
78     17    -0.9295614882020029
78     18    -2.3936340309973572
78     19    -1.0239758154068388
78     20    1.5151579376810749
78     21    2.4128461175509397
78     22    0.8041585703665051
78     23    -1.6073206641116067
78     24    -2.5172260846145367
78     25    -1.1918938833052766
78     26    1.1383010247089485
78     27    2.5850298724549132
78     28    2.1444074177425416
78     29    0.2451453533204580
78     30    -1.8175926231053632
78     31    -2.8579539816172304
78     32    -2.4399134754759935
78     33    -0.9092667608740865
78     34    0.9917038658033647
78     35    2.5719426766454481
78     36    3.4550670629246558
78     37    3.6087350663424385
78     38    3.2251284129286200
78     39    2.5678888069056947
78     40    1.8616243734351872
78     41    1.2454854885371744
78     42    0.7760015987041810
78     43    0.4532029258239107
78     44    0.2493120797479538
78     45    0.1296709675715400
78     46    0.0639545767989163
78     47    0.0299813696774176
78     48    0.0133845472447449
78     49    0.0056988895356695
78     50    0.0023170869590042
78     51    0.0009004943677059
78     52    0.0003347588070061
78     53    0.0001191068193321
78     54    0.0000405750650338
78     55    0.0000132370874777
78     56    0.0000041358069623
78     57    0.0000012374262820
78     58    0.0000003544529658
78     59    0.0000000971622005
78     60    0.0000000254730724
78     61    0.0000000063823012
78     62    0.0000000015267396
78     63    0.0000000003482782
78     64    0.0000000000756540
78     65    0.0000000000156214
78     66    0.0000000000030597
78     67    0.0000000000005670
78     68    0.0000000000000991
78     69    0.0000000000000163
78     70    0.0000000000000025
78     71    0.0000000000000004
78     72    0.0000000000000000
78     73    0.0000000000000000
78     74    0.0000000000000000
78     75    0.0000000000000000
78     76    0.0000000000000000
78     77    0.0000000000000000
78     78    0.0000000000000000

79     0     -1.5957001429230413
79     1     -0.0184350777812367
79     2     2.2562145091278749
79     3     0.2151610077445365
79     4     -2.2291339601303055
79     5     -0.6044471024338205
79     6     2.0988992432822946
79     7     1.1556075216285058
79     8     -1.7471864773438202
79     9     -1.7696472495992663
79     10    1.0507108730514534
79     11    2.2343734542897886
79     12    0.0297635273728508
79     13    -2.2229602137039697
79     14    -1.3075951325464150
79     15    1.4167668355622105
79     16    2.2549399134857273
79     17    0.1865781599484875
79     18    -2.1196217616253481
79     19    -1.8965384923801416
79     20    0.5067726328581769
79     21    2.3600529405944086
79     22    1.7345570082871413
79     23    -0.6353047239920848
79     24    -2.4079410713292200
79     25    -2.0090094090610582
79     26    0.1079544559721411
79     27    2.1480076639321939
79     28    2.5848968824490210
79     29    1.2193748369780810
79     30    -0.9393047189300118
79     31    -2.5557520897068127
79     32    -2.8152553376543810
79     33    -1.7300654683803423
79     34    0.0899256246720865
79     35    1.8893688927161225
79     36    3.1297829527192600
79     37    3.6234667648556327
79     38    3.4719402967025550
79     39    2.9189123733345097
79     40    2.2154732777825856
79     41    1.5436393815583931
79     42    0.9980832131979259
79     43    0.6034181203681149
79     44    0.3430168618305344
79     45    0.1841173529447864
79     46    0.0936243067529093
79     47    0.0452203890822570
79     48    0.0207895322768592
79     49    0.0091129080064524
79     50    0.0038138720307433
79     51    0.0015256297855478
79     52    0.0005838249232234
79     53    0.0002138726229845
79     54    0.0000750372326794
79     55    0.0000252223268629
79     56    0.0000081236250033
79     57    0.0000025071192863
79     58    0.0000007413097821
79     59    0.0000002099411826
79     60    0.0000000569212386
79     61    0.0000000147660218
79     62    0.0000000036620222
79     63    0.0000000008673945
79     64    0.0000000001959854
79     65    0.0000000000421798
79     66    0.0000000000086316
79     67    0.0000000000016759
79     68    0.0000000000003080
79     69    0.0000000000000534
79     70    0.0000000000000087
79     71    0.0000000000000013
79     72    0.0000000000000002
79     73    0.0000000000000000
79     74    0.0000000000000000
79     75    0.0000000000000000
79     76    0.0000000000000000
79     77    0.0000000000000000
79     78    0.0000000000000000
79     79    0.0000000000000000

80     0     -1.3840634729747778
80     1     -1.1442399610249276
80     2     1.9084156180536143
80     3     1.3089197534485530
80     4     -1.7401630828956312
80     5     -1.6097320872935841
80     6     1.3943477739017274
80     7     1.9724230831073826
80     8     -0.7991251859212544
80     9     -2.2515362297836008
80     10    -0.0778857965253269
80     11    2.2212631910866141
80     12    1.1403639078814787
80     13    -1.6293737357546574
80     14    -2.0673142334762780
80     15    0.3668396932373429
80     16    2.3135825512625727
80     17    1.2597113916182077
80     18    -1.3758240161755466
80     19    -2.3583962587431135
80     20    -0.6073466985105763
80     21    1.8256354756792881
80     22    2.3214392375623736
80     23    0.4566127375330336
80     24    -1.8579172646095332
80     25    -2.4728441927394051
80     26    -0.9388759155344456
80     27    1.3714892106939069
80     28    2.6387909624147672
80     29    2.0214375985406976
80     30    0.0588405975283601
80     31    -1.9502539489290760
80     32    -2.8862411863013411
80     33    -2.3825095742953057
80     34    -0.8168499825788750
80     35    1.0750045949050260
80     36    2.6262970893349475
80     37    3.4822614530978622
80     38    3.6204493877857056
80     39    3.2325838049363687
80     40    2.5771562407103947
80     41    1.8737795992197386
80     42    1.2588958354112125
80     43    0.7885358100817632
80     44    0.4634388888041952
80     45    0.2567941695200273
80     46    0.1346501384382418
80     47    0.0670077217230255
80     48    0.0317214753468056
80     49    0.0143123485604587
80     50    0.0061639671749713
80     51    0.0025370973016744
80     52    0.0009990099576617
80     53    0.0003766124814148
80     54    0.0001360087136241
80     55    0.0000470724958845
80     56    0.0000156174217737
80     57    0.0000049675416151
80     58    0.0000015147790770
80     59    0.0000004427470246
80     60    0.0000001239994632
80     61    0.0000000332609486
80     62    0.0000000085393027
80     63    0.0000000020966636
80     64    0.0000000004918292
80     65    0.0000000001100890
80     66    0.0000000000234786
80     67    0.0000000000047624
80     68    0.0000000000009168
80     69    0.0000000000001671
80     70    0.0000000000000287
80     71    0.0000000000000046
80     72    0.0000000000000007
80     73    0.0000000000000001
80     74    0.0000000000000000
80     75    0.0000000000000000
80     76    0.0000000000000000
80     77    0.0000000000000000
80     78    0.0000000000000000
80     79    0.0000000000000000
80     80    0.0000000000000000

81     0     -0.8015216752316349
81     1     -1.9635599875832184
81     2     1.0502196120125242
81     3     2.0534714500362417
81     4     -0.7886087411472866
81     5     -2.1889934109265319
81     6     0.3229335896056270
81     7     2.2736021083821605
81     8     0.3560712997558451
81     9     -2.1546284423332485
81     10    -1.1864463376413283
81     11    1.6493955999150474
81     12    1.9674138583669192
81     13    -0.6369462743377688
81     14    -2.3282476840382613
81     15    -0.7695786059914106
81     16    1.8339185509685729
81     17    2.0450736576952879
81     18    -0.3258255976690900
81     19    -2.3068719100433244
81     20    -1.5919053891002970
81     21    0.9160637456242234
81     22    2.4450040411376466
81     23    1.4594153825153371
81     24    -0.9642122221801911
81     25    -2.4964989037178951
81     26    -1.8248064909389448
81     27    0.3749097678065807
81     28    2.2902157348759564
81     29    2.5326091072615795
81     30    1.0471404272175842
81     31    -1.1060077937749231
81     32    -2.6329763351431761
81     33    -2.7928187130794071
81     34    -1.6484526665378487
81     35    0.1807121805043882
81     36    1.9577962481597573
81     37    3.1685955759995541
81     38    3.6409561804302246
81     39    3.4802900390968263
81     40    2.9267942466621193
81     41    2.2261644409710808
81     42    1.5565560239090586
81     43    1.0111631535968293
81     44    0.6148291931720714
81     45    0.3518358571953817
81     46    0.1902781946129154
81     47    0.0975701806375303
81     48    0.0475610367913202
81     49    0.0220850980681177
81     50    0.0097858152082160
81     51    0.0041432539767345
81     52    0.0016780902823056
81     53    0.0006507333969693
81     54    0.0002417712996351
81     55    0.0000861081875632
81     56    0.0000294088003972
81     57    0.0000096337171969
81     58    0.0000030270739206
81     59    0.0000009122903825
81     60    0.0000002636525328
81     61    0.0000000730407817
81     62    0.0000000193871701
81     63    0.0000000049270907
81     64    0.0000000011979255
81     65    0.0000000002783455
81     66    0.0000000000617320
81     67    0.0000000000130484
81     68    0.0000000000026239
81     69    0.0000000000005009
81     70    0.0000000000000905
81     71    0.0000000000000154
81     72    0.0000000000000025
81     73    0.0000000000000004
81     74    0.0000000000000001
81     75    0.0000000000000000
81     76    0.0000000000000000
81     77    0.0000000000000000
81     78    0.0000000000000000
81     79    0.0000000000000000
81     80    0.0000000000000000
81     81    0.0000000000000000

82     0     -0.0041863441727001
82     1     -2.2569369840409688
82     2     -0.0888611894238399
82     3     2.2501348582190008
82     4     0.3725993203043887
82     5     -2.1887870477315570
82     6     -0.8334248509775141
82     7     1.9801043969718868
82     8     1.4187084196669775
82     9     -1.5033432003678133
82     10    -1.9925291808979024
82     11    0.6620817991737322
82     12    2.3046280064655593
82     13    0.5115189806405276
82     14    -2.0261145311130124
82     15    -1.7224836095033762
82     16    0.9261849538376618
82     17    2.3617622082428809
82     18    0.7965147828798421
82     19    -1.7505889539227613
82     20    -2.2362015497428422
82     21    -0.1826660167875389
82     22    2.0767570585453750
82     23    2.1773191811606809
82     24    0.1092404777446619
82     25    -2.0704363501266485
82     26    -2.3949831638920793
82     27    -0.6817173398382333
82     28    1.5858985007065949
82     29    2.6717471810014772
82     30    1.8900427226073504
82     31    -0.1229786696407414
82     32    -2.0732923117132103
82     33    -2.9072081735844257
82     34    -2.3228279139109604
82     35    -0.7259179475502902
82     36    1.1556075522006566
82     37    2.6785065989759889
82     38    3.5083437814063232
82     39    3.6317674965470106
82     40    3.2398879118378616
82     41    2.5862404065007456
82     42    1.8856702891857930
82     43    1.2720268847333405
82     44    0.8008493417870229
82     45    0.4735442027857550
82     46    0.2642264978882440
82     47    0.1396320602416609
82     48    0.0700875922247332
82     49    0.0334927434498239
82     50    0.0152661313912967
82     51    0.0066472038047208
82     52    0.0027683405319334
82     53    0.0011038377036618
82     54    0.0004217367298412
82     55    0.0001544880342098
82     56    0.0000542827126773
82     57    0.0000183009026216
82     58    0.0000059210327615
82     59    0.0000018384298237
82     60    0.0000005477390654
82     61    0.0000001565565293
82     62    0.0000000429114073
82     63    0.0000000112732247
82     64    0.0000000028366054
82     65    0.0000000006830491
82     66    0.0000000001572356
82     67    0.0000000000345578
82     68    0.0000000000072406
82     69    0.0000000000014436
82     70    0.0000000000002733
82     71    0.0000000000000490
82     72    0.0000000000000083
82     73    0.0000000000000013
82     74    0.0000000000000002
82     75    0.0000000000000000
82     76    0.0000000000000000
82     77    0.0000000000000000
82     78    0.0000000000000000
82     79    0.0000000000000000
82     80    0.0000000000000000
82     81    0.0000000000000000
82     82    0.0000000000000000

83     0     0.7942712028912347
83     1     -1.9457849786246904
83     2     -1.2041665976554166
83     3     1.8463860333976680
83     4     1.4346865443768289
83     5     -1.6090225598503973
83     6     -1.7702074445189608
83     7     1.1684383056688286
83     8     2.1126941857179102
83     9     -0.4649487279705125
83     10    -2.2901906624952608
83     11    -0.4920905537996152
83     12    2.0671453040247751
83     13    1.5337820315271642
83     14    -1.2328701380173841
83     15    -2.2640614225085747
83     16    -0.1982171014693317
83     17    2.1352425949773499
83     18    1.7388403792855267
83     19    -0.8094554122802837
83     20    -2.4000334156335512
83     21    -1.2423164474911341
83     22    1.2876762651671125
83     23    2.4669360009694832
83     24    1.1607825094541184
83     25    -1.2672421428374838
83     26    -2.5456303646297660
83     27    -1.6230269567085345
83     28    0.6312475474655991
83     29    2.4105015356036326
83     30    2.4657469406977746
83     31    0.8741878912590589
83     32    -1.2645303136909893
83     33    -2.7013543001745468
83     34    -2.7658159395342192
83     35    -1.5668498174429268
83     36    0.2691362074148095
83     37    2.0237350609817955
83     38    3.2058381303260521
83     39    3.6577763501408542
83     40    3.4884230722495766
83     41    2.9345305463199334
83     42    2.2366327359461780
83     43    1.5691965361241200
83     44    1.0239913940444523
83     45    0.6260664082035781
83     46    0.3605681013495343
83     47    0.1964187408673091
83     48    0.1015328772007168
83     49    0.0499315767018802
83     50    0.0234094257535910
83     51    0.0104806236656213
83     52    0.0044870710606001
83     53    0.0018390977823822
83     54    0.0007222781715054
83     55    0.0002720015888326
83     56    0.0000982748019556
83     57    0.0000340790099136
83     58    0.0000113452639879
83     59    0.0000036263984157
83     60    0.0000011129187960
83     61    0.0000003278808479
83     62    0.0000000927072708
83     63    0.0000000251465416
83     64    0.0000000065398632
83     65    0.0000000016295850
83     66    0.0000000003887064
83     67    0.0000000000886622
83     68    0.0000000000193139
83     69    0.0000000000040119
83     70    0.0000000000007932
83     71    0.0000000000001489
83     72    0.0000000000000265
83     73    0.0000000000000045
83     74    0.0000000000000007
83     75    0.0000000000000001
83     76    0.0000000000000000
83     77    0.0000000000000000
83     78    0.0000000000000000
83     79    0.0000000000000000
83     80    0.0000000000000000
83     81    0.0000000000000000
83     82    0.0000000000000000
83     83    0.0000000000000000

84     0     1.3798800527283006
84     1     -1.1134435018448980
84     2     -1.9973715817642208
84     3     0.9499182526022114
84     4     2.1151389035617285
84     5     -0.6031159948592554
84     6     -2.2405130876356067
84     7     0.0508850045197458
84     8     2.2573861172833496
84     9     0.6931692296124031
84     10    -2.0028842402688660
84     11    -1.5216560836593986
84     12    1.3133932290426629
84     13    2.1775711815532528
84     14    -0.1402325171828157
84     15    -2.2636618764981642
84     16    -1.2754813495668944
